"Model","Task Type","Status","Last Updated Timestamp","Callback URL"
"AI4Bharat IndicTrans-v2: Santali-Gujarati","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Telugu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Gujarati","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Manipuri_Meitei","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Maithili","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Telugu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Gujarati","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Maithili","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Malayalam","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Assamese","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Sindhi_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Marathi","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Gujarati","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Marathi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Maithili","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Gujarati","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Telugu","translation","available","13/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Malayalam","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Assamese","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Maithili","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Hindi","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Odia","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Maithili","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Urdu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Telugu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Odia","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Sindhi_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Malayalam","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Assamese","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Malayalam","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Malayalam","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Marathi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
