"Model","Task Type","Status","Last Updated Timestamp","Callback URL"
"Bhashini-Ai4Bharat Telugu NER","ner","available","28/08/2024","https://dhruva-prod-backend-premium.azurewebsites.net/services/inference/ner?serviceId=bhashini%2Fai4bharat%2Findic-ner"
"Bhashini-Ai4Bharat Tamil NER","ner","available","28/08/2024","https://dhruva-prod-backend-premium.azurewebsites.net/services/inference/ner?serviceId=bhashini%2Fai4bharat%2Findic-ner"
"Vakyansh ASR Batch - Bengali","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/bn"
"Vakyansh ASR Batch - Bhojpuri","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/bho"
"Vakyansh ASR Batch - Dogri","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/doi"
"Vakyansh ASR Batch - English","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/en"
"Vakyansh ASR Batch - Gujarati","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/gu"
"Vakyansh ASR Batch - Hindi","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/hi"
"Vakyansh ASR Batch - Kannada","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/kn"
"Vakyansh ASR Batch - Maithili","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/mai"
"Vakyansh ASR Batch - Malayalam","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/ml"
"Vakyansh ASR Batch - Marathi","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/mr"
"Vakyansh ASR Batch - Nepali","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/ne"
"Vakyansh ASR Batch - Odia","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/or"
"Vakyansh ASR Batch - Punjabi","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/pa"
"Vakyansh ASR Batch - Sanskrit","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/sa"
"Vakyansh ASR Batch - Tamil","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/ta"
"Vakyansh ASR Batch - Telugu","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/te"
"Vakyansh ASR Batch - Urdu","asr","available","15/08/2023","https://meity-dev-asr.ulcacontrib.org/asr/v1/recognize/ur"
"AI4Bharat Indic-TTS : Telugu_Telugu","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-dravidian-gpu--t4"
"IIIT-H LTRC Translation English-Punjabi","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation Hindi-Punjabi","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation English-Gujarati","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation Hindi-Gujarati","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation Hindi-Telugu","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation Telugu-Hindi","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation Gujarati-Hindi","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation Hindi-English","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation Telugu-English","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation English-Telugu","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"IIIT-H LTRC Translation English-Hindi","translation","available","02/08/2024","https://ssmt.iiit.ac.in/ULCA_mt_linker"
"AI4Bharat Indic-TTS : Punjabi_Gurmukhi","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"IITM Indic TTS v2 - Urdu","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Telugu","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Rajasthani","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Punjabi","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Marathi","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Manipuri","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Bodo","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Assamese","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"Speech Lab IITM ASR - English","asr","unavailable","11/12/2023","https://asr.iitm.ac.in/asr/v2/ulca_api"
"Speech Lab IITM ASR - Gujarati","asr","unavailable","11/12/2023","https://asr.iitm.ac.in/asr/v2/ulca_api"
"Speech Lab IITM ASR - Kannada","asr","unavailable","11/12/2023","https://asr.iitm.ac.in/asr/v2/ulca_api"
"Speech Lab IITM ASR - Marathi","asr","unavailable","11/12/2023","https://asr.iitm.ac.in/asr/v2/ulca_api"
"Speech Lab IITM ASR - Tamil","asr","unavailable","11/12/2023","https://asr.iitm.ac.in/asr/v2/ulca_api"
"Speech Lab IITM ASR - Telugu","asr","unavailable","11/12/2023","https://asr.iitm.ac.in/asr/v2/ulca_api"
"Speech Lab IITM ASR - Hindi","asr","unavailable","11/12/2023","https://asr.iitm.ac.in/asr/v2/ulca_api"
"IITM Indic TTS v2 - Tamil","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Odia","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Malayalam","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Kannada","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Gujarati","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IITM Indic TTS v2 - Bengali","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IIITH OCR - Punjabi - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Oriya - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Marathi - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Hindi - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Marathi - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Hindi - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Malayalam - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IITM Indic TTS v2 - Hindi","tts","unavailable","11/12/2023","https://asr.iitm.ac.in/ttsv2/api"
"IIITH OCR - Assamese - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Manipuri - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Gujrati - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Telugu - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Kannada - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Punjabi - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Tamil - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Urdu - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Bengali - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Oriya - SceneText","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-sceneText-all"
"IIITH OCR - Bengali - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Manipuri - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Gujrati - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Telugu - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Kannada - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Punjabi - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Malayalam - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Tamil - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Urdu - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Oriya - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Assamese - Handwritten","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-hw-all"
"IIITH OCR - Assamese - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Bengali - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Telugu - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Urdu - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Tamil - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Kannada - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Manipuri - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Marathi - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Malayalam - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Gujrati - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"IIITH OCR - Hindi - Printed","ocr","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/ocr?serviceId=bhashini/iiith-ocr-pt-all"
"AI4Bharat IndicWav2Vec ASR Batch - Urdu","asr","available","11/07/2023","https://asr-api.ai4bharat.org/asr/v1/recognize/ur"
"AI4Bharat IndicWav2Vec ASR Batch - Sanskrit","asr","available","11/07/2023","https://asr-api.ai4bharat.org/asr/v1/recognize/sa"
"AI4Bharat IndicWav2Vec ASR Batch - Punjabi","asr","available","28/04/2023","https://asr-api.ai4bharat.org/asr/v1/recognize/pa"
"AI4Bharat IndicWav2Vec ASR Batch - Malayalam","asr","available","28/04/2023","https://asr-api.ai4bharat.org/asr/v1/recognize/ml"
"AI4Bharat IndicWav2Vec ASR Batch - Kannada","asr","available","28/04/2023","https://asr-api.ai4bharat.org/asr/v1/recognize/kn"
"AI4Bharat Transliteration (IndicXlit) : Gujarati-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Bengali-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Telugu-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Sinhala-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Bodo-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Urdu-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Manipuri-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Kannada-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Odia-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Marathi-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Maithili-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Punjabi-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Nepali-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Assamese-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Malayalam-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Kashmiri-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Sindhi-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Sanskrit-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Goan Konkani-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Tamil-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : Hindi-English","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"OpenAI Whisper ASR Batch - English (base.en)","asr","available","11/07/2023","https://asr-api.ai4bharat.org/openai/recognize/en_v2"
"AI4Bharat Indic-TTS : Bodo","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-misc-gpu--t4"
"AI4Bharat Indic-TTS : Manipuri","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-misc-gpu--t4"
"AI4Bharat Indic-TTS : Tamil_Tamil","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-dravidian-gpu--t4"
"AI4Bharat Indic-TTS : Rajasthani_Devanagari","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"AI4Bharat Indic-TTS : Odia_Oriya","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"AI4Bharat Indic-TTS : Kannada","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-dravidian-gpu--t4"
"AI4Bharat Indic-TTS : Gujarati","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"AI4Bharat Indic-TTS : Bengali","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"AI4Bharat Indic-TTS : Assamese_Bengali","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"AI4Bharat Indic-TTS : Malayalam","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-dravidian-gpu--t4"
"AI4Bharat Indic-TTS : Marathi","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"AI4Bharat Indic-TTS : Hindi_Devanagari","tts","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/tts?serviceId=ai4bharat/indic-tts-coqui-indo_aryan-gpu--t4"
"IIITH OCR - Odia","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Bengali","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Urdu","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Tamil","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Marathi","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Malayalam","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Punjabi","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Kannada","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Telugu","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Gujarati","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Manipuri","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Assamese","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"IIITH OCR - Hindi","ocr","unavailable","02/08/2024","https://ilocr.iiit.ac.in/ocr/ulca/v2"
"Bhashini-IIITH Textual Language Detection","txt-lang-detection","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/txtlangdetection?serviceId=bhashini/iiiith/indic-lang-detection-all"
"IITB Translation English- Marathi","translation","unavailable","02/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=iitb/trilingual-en_hi_mr-v1-gpu--t4"
"AI4Bharat Transliteration (IndicXlit) : English-Goan Konkani","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Sanskrit","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Odia","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Nepali","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Manipuri","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Kashmiri","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Bodo","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Assamese","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Maithili","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Sinhala","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Sindhi","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Malayalam","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Urdu","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Telugu","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Punjabi","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Marathi","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Kannada","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Bengali","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Gujarati","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration(IndicXlit) : English-Tamil","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"AI4Bharat Transliteration (IndicXlit) : English-Hindi","transliteration","available","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/transliteration?serviceId=ai4bharat/indicxlit--cpu-fsv2"
"Vakyansh TTS - Marathi","tts","available","15/08/2023","https://meity-dev-tts.ulcacontrib.org/tts/v1/mr"
"Vakyansh TTS - Gujarati","tts","available","15/08/2023","https://meity-dev-tts.ulcacontrib.org/tts/v1/gu"
"Vakyansh TTS - English","tts","available","15/08/2023","https://meity-dev-tts.ulcacontrib.org/tts/v1/en"
